"Notes"	"Year"	"Year Code"	"Month"	"Month Code"	"State"	"State Code"	"County"	"County Code"	Deaths	Population	Crude Rate
	"2000"	"2000"	"Jan., 2000"	"2000/01"	"California"	"06"	"Alameda County, CA"	"06001"	51	Not Applicable	Not Applicable
	"2000"	"2000"	"Jan., 2000"	"2000/01"	"California"	"06"	"Butte County, CA"	"06007"	12	Not Applicable	Not Applicable
	"2000"	"2000"	"Jan., 2000"	"2000/01"	"California"	"06"	"Contra Costa County, CA"	"06013"	40	Not Applicable	Not Applicable
	"2000"	"2000"	"Jan., 2000"	"2000/01"	"California"	"06"	"Fresno County, CA"	"06019"	43	Not Applicable	Not Applicable
	"2000"	"2000"	"Jan., 2000"	"2000/01"	"California"	"06"	"Kern County, CA"	"06029"	30	Not Applicable	Not Applicable
	"2000"	"2000"	"Jan., 2000"	"2000/01"	"California"	"06"	"Los Angeles County, CA"	"06037"	302	Not Applicable	Not Applicable
	"2000"	"2000"	"Jan., 2000"	"2000/01"	"California"	"06"	"Monterey County, CA"	"06053"	20	Not Applicable	Not Applicable
	"2000"	"2000"	"Jan., 2000"	"2000/01"	"California"	"06"	"Orange County, CA"	"06059"	143	Not Applicable	Not Applicable
	"2000"	"2000"	"Jan., 2000"	"2000/01"	"California"	"06"	"Placer County, CA"	"06061"	19	Not Applicable	Not Applicable
	"2000"	"2000"	"Jan., 2000"	"2000/01"	"California"	"06"	"Riverside County, CA"	"06065"	103	Not Applicable	Not Applicable
	"2000"	"2000"	"Jan., 2000"	"2000/01"	"California"	"06"	"Sacramento County, CA"	"06067"	56	Not Applicable	Not Applicable
	"2000"	"2000"	"Jan., 2000"	"2000/01"	"California"	"06"	"San Bernardino County, CA"	"06071"	88	Not Applicable	Not Applicable
	"2000"	"2000"	"Jan., 2000"	"2000/01"	"California"	"06"	"San Diego County, CA"	"06073"	144	Not Applicable	Not Applicable
	"2000"	"2000"	"Jan., 2000"	"2000/01"	"California"	"06"	"San Francisco County, CA"	"06075"	29	Not Applicable	Not Applicable
	"2000"	"2000"	"Jan., 2000"	"2000/01"	"California"	"06"	"San Joaquin County, CA"	"06077"	25	Not Applicable	Not Applicable
	"2000"	"2000"	"Jan., 2000"	"2000/01"	"California"	"06"	"San Luis Obispo County, CA"	"06079"	14	Not Applicable	Not Applicable
	"2000"	"2000"	"Jan., 2000"	"2000/01"	"California"	"06"	"San Mateo County, CA"	"06081"	28	Not Applicable	Not Applicable
	"2000"	"2000"	"Jan., 2000"	"2000/01"	"California"	"06"	"Santa Barbara County, CA"	"06083"	11	Not Applicable	Not Applicable
	"2000"	"2000"	"Jan., 2000"	"2000/01"	"California"	"06"	"Santa Clara County, CA"	"06085"	64	Not Applicable	Not Applicable
	"2000"	"2000"	"Jan., 2000"	"2000/01"	"California"	"06"	"Santa Cruz County, CA"	"06087"	14	Not Applicable	Not Applicable
	"2000"	"2000"	"Jan., 2000"	"2000/01"	"California"	"06"	"Shasta County, CA"	"06089"	15	Not Applicable	Not Applicable
	"2000"	"2000"	"Jan., 2000"	"2000/01"	"California"	"06"	"Solano County, CA"	"06095"	16	Not Applicable	Not Applicable
	"2000"	"2000"	"Jan., 2000"	"2000/01"	"California"	"06"	"Sonoma County, CA"	"06097"	19	Not Applicable	Not Applicable
	"2000"	"2000"	"Jan., 2000"	"2000/01"	"California"	"06"	"Stanislaus County, CA"	"06099"	28	Not Applicable	Not Applicable
	"2000"	"2000"	"Jan., 2000"	"2000/01"	"California"	"06"	"Tehama County, CA"	"06103"	11	Not Applicable	Not Applicable
	"2000"	"2000"	"Jan., 2000"	"2000/01"	"California"	"06"	"Tulare County, CA"	"06107"	22	Not Applicable	Not Applicable
	"2000"	"2000"	"Jan., 2000"	"2000/01"	"California"	"06"	"Ventura County, CA"	"06111"	32	Not Applicable	Not Applicable
"Total"	"2000"	"2000"	"Jan., 2000"	"2000/01"	"California"	"06"			1484	Not Applicable	Not Applicable
	"2000"	"2000"	"Jan., 2000"	"2000/01"	"Oregon"	"41"	"Clackamas County, OR"	"41005"	13	Not Applicable	Not Applicable
	"2000"	"2000"	"Jan., 2000"	"2000/01"	"Oregon"	"41"	"Jackson County, OR"	"41029"	15	Not Applicable	Not Applicable
	"2000"	"2000"	"Jan., 2000"	"2000/01"	"Oregon"	"41"	"Marion County, OR"	"41047"	11	Not Applicable	Not Applicable
	"2000"	"2000"	"Jan., 2000"	"2000/01"	"Oregon"	"41"	"Multnomah County, OR"	"41051"	23	Not Applicable	Not Applicable
	"2000"	"2000"	"Jan., 2000"	"2000/01"	"Oregon"	"41"	"Washington County, OR"	"41067"	15	Not Applicable	Not Applicable
"Total"	"2000"	"2000"	"Jan., 2000"	"2000/01"	"Oregon"	"41"			154	Not Applicable	Not Applicable
	"2000"	"2000"	"Jan., 2000"	"2000/01"	"Washington"	"53"	"Clark County, WA"	"53011"	20	Not Applicable	Not Applicable
	"2000"	"2000"	"Jan., 2000"	"2000/01"	"Washington"	"53"	"King County, WA"	"53033"	37	Not Applicable	Not Applicable
	"2000"	"2000"	"Jan., 2000"	"2000/01"	"Washington"	"53"	"Kitsap County, WA"	"53035"	11	Not Applicable	Not Applicable
	"2000"	"2000"	"Jan., 2000"	"2000/01"	"Washington"	"53"	"Pierce County, WA"	"53053"	35	Not Applicable	Not Applicable
	"2000"	"2000"	"Jan., 2000"	"2000/01"	"Washington"	"53"	"Snohomish County, WA"	"53061"	27	Not Applicable	Not Applicable
	"2000"	"2000"	"Jan., 2000"	"2000/01"	"Washington"	"53"	"Spokane County, WA"	"53063"	36	Not Applicable	Not Applicable
	"2000"	"2000"	"Jan., 2000"	"2000/01"	"Washington"	"53"	"Thurston County, WA"	"53067"	13	Not Applicable	Not Applicable
"Total"	"2000"	"2000"	"Jan., 2000"	"2000/01"	"Washington"	"53"			261	Not Applicable	Not Applicable
"Total"	"2000"	"2000"	"Jan., 2000"	"2000/01"					1899	Not Applicable	Not Applicable
	"2000"	"2000"	"Feb., 2000"	"2000/02"	"California"	"06"	"Alameda County, CA"	"06001"	34	Not Applicable	Not Applicable
	"2000"	"2000"	"Feb., 2000"	"2000/02"	"California"	"06"	"Contra Costa County, CA"	"06013"	26	Not Applicable	Not Applicable
	"2000"	"2000"	"Feb., 2000"	"2000/02"	"California"	"06"	"Fresno County, CA"	"06019"	20	Not Applicable	Not Applicable
	"2000"	"2000"	"Feb., 2000"	"2000/02"	"California"	"06"	"Kern County, CA"	"06029"	25	Not Applicable	Not Applicable
	"2000"	"2000"	"Feb., 2000"	"2000/02"	"California"	"06"	"Los Angeles County, CA"	"06037"	194	Not Applicable	Not Applicable
	"2000"	"2000"	"Feb., 2000"	"2000/02"	"California"	"06"	"Monterey County, CA"	"06053"	14	Not Applicable	Not Applicable
	"2000"	"2000"	"Feb., 2000"	"2000/02"	"California"	"06"	"Orange County, CA"	"06059"	71	Not Applicable	Not Applicable
	"2000"	"2000"	"Feb., 2000"	"2000/02"	"California"	"06"	"Riverside County, CA"	"06065"	51	Not Applicable	Not Applicable
	"2000"	"2000"	"Feb., 2000"	"2000/02"	"California"	"06"	"Sacramento County, CA"	"06067"	36	Not Applicable	Not Applicable
	"2000"	"2000"	"Feb., 2000"	"2000/02"	"California"	"06"	"San Bernardino County, CA"	"06071"	56	Not Applicable	Not Applicable
	"2000"	"2000"	"Feb., 2000"	"2000/02"	"California"	"06"	"San Diego County, CA"	"06073"	85	Not Applicable	Not Applicable
	"2000"	"2000"	"Feb., 2000"	"2000/02"	"California"	"06"	"San Francisco County, CA"	"06075"	17	Not Applicable	Not Applicable
	"2000"	"2000"	"Feb., 2000"	"2000/02"	"California"	"06"	"San Joaquin County, CA"	"06077"	31	Not Applicable	Not Applicable
	"2000"	"2000"	"Feb., 2000"	"2000/02"	"California"	"06"	"San Mateo County, CA"	"06081"	11	Not Applicable	Not Applicable
	"2000"	"2000"	"Feb., 2000"	"2000/02"	"California"	"06"	"Santa Barbara County, CA"	"06083"	12	Not Applicable	Not Applicable
	"2000"	"2000"	"Feb., 2000"	"2000/02"	"California"	"06"	"Santa Clara County, CA"	"06085"	31	Not Applicable	Not Applicable
	"2000"	"2000"	"Feb., 2000"	"2000/02"	"California"	"06"	"Santa Cruz County, CA"	"06087"	12	Not Applicable	Not Applicable
	"2000"	"2000"	"Feb., 2000"	"2000/02"	"California"	"06"	"Sonoma County, CA"	"06097"	20	Not Applicable	Not Applicable
	"2000"	"2000"	"Feb., 2000"	"2000/02"	"California"	"06"	"Stanislaus County, CA"	"06099"	19	Not Applicable	Not Applicable
	"2000"	"2000"	"Feb., 2000"	"2000/02"	"California"	"06"	"Tulare County, CA"	"06107"	10	Not Applicable	Not Applicable
	"2000"	"2000"	"Feb., 2000"	"2000/02"	"California"	"06"	"Ventura County, CA"	"06111"	18	Not Applicable	Not Applicable
"Total"	"2000"	"2000"	"Feb., 2000"	"2000/02"	"California"	"06"			908	Not Applicable	Not Applicable
	"2000"	"2000"	"Feb., 2000"	"2000/02"	"Oregon"	"41"	"Multnomah County, OR"	"41051"	16	Not Applicable	Not Applicable
"Total"	"2000"	"2000"	"Feb., 2000"	"2000/02"	"Oregon"	"41"			100	Not Applicable	Not Applicable
	"2000"	"2000"	"Feb., 2000"	"2000/02"	"Washington"	"53"	"King County, WA"	"53033"	57	Not Applicable	Not Applicable
	"2000"	"2000"	"Feb., 2000"	"2000/02"	"Washington"	"53"	"Pierce County, WA"	"53053"	33	Not Applicable	Not Applicable
	"2000"	"2000"	"Feb., 2000"	"2000/02"	"Washington"	"53"	"Snohomish County, WA"	"53061"	17	Not Applicable	Not Applicable
	"2000"	"2000"	"Feb., 2000"	"2000/02"	"Washington"	"53"	"Spokane County, WA"	"53063"	18	Not Applicable	Not Applicable
"Total"	"2000"	"2000"	"Feb., 2000"	"2000/02"	"Washington"	"53"			195	Not Applicable	Not Applicable
"Total"	"2000"	"2000"	"Feb., 2000"	"2000/02"					1203	Not Applicable	Not Applicable
	"2000"	"2000"	"Mar., 2000"	"2000/03"	"California"	"06"	"Alameda County, CA"	"06001"	31	Not Applicable	Not Applicable
	"2000"	"2000"	"Mar., 2000"	"2000/03"	"California"	"06"	"Butte County, CA"	"06007"	15	Not Applicable	Not Applicable
	"2000"	"2000"	"Mar., 2000"	"2000/03"	"California"	"06"	"Contra Costa County, CA"	"06013"	22	Not Applicable	Not Applicable
	"2000"	"2000"	"Mar., 2000"	"2000/03"	"California"	"06"	"Fresno County, CA"	"06019"	20	Not Applicable	Not Applicable
	"2000"	"2000"	"Mar., 2000"	"2000/03"	"California"	"06"	"Kern County, CA"	"06029"	18	Not Applicable	Not Applicable
	"2000"	"2000"	"Mar., 2000"	"2000/03"	"California"	"06"	"Los Angeles County, CA"	"06037"	219	Not Applicable	Not Applicable
	"2000"	"2000"	"Mar., 2000"	"2000/03"	"California"	"06"	"Monterey County, CA"	"06053"	11	Not Applicable	Not Applicable
	"2000"	"2000"	"Mar., 2000"	"2000/03"	"California"	"06"	"Napa County, CA"	"06055"	10	Not Applicable	Not Applicable
	"2000"	"2000"	"Mar., 2000"	"2000/03"	"California"	"06"	"Orange County, CA"	"06059"	58	Not Applicable	Not Applicable
	"2000"	"2000"	"Mar., 2000"	"2000/03"	"California"	"06"	"Riverside County, CA"	"06065"	51	Not Applicable	Not Applicable
	"2000"	"2000"	"Mar., 2000"	"2000/03"	"California"	"06"	"Sacramento County, CA"	"06067"	49	Not Applicable	Not Applicable
	"2000"	"2000"	"Mar., 2000"	"2000/03"	"California"	"06"	"San Bernardino County, CA"	"06071"	57	Not Applicable	Not Applicable
	"2000"	"2000"	"Mar., 2000"	"2000/03"	"California"	"06"	"San Diego County, CA"	"06073"	71	Not Applicable	Not Applicable
	"2000"	"2000"	"Mar., 2000"	"2000/03"	"California"	"06"	"San Francisco County, CA"	"06075"	19	Not Applicable	Not Applicable
	"2000"	"2000"	"Mar., 2000"	"2000/03"	"California"	"06"	"San Joaquin County, CA"	"06077"	23	Not Applicable	Not Applicable
	"2000"	"2000"	"Mar., 2000"	"2000/03"	"California"	"06"	"San Mateo County, CA"	"06081"	17	Not Applicable	Not Applicable
	"2000"	"2000"	"Mar., 2000"	"2000/03"	"California"	"06"	"Santa Clara County, CA"	"06085"	34	Not Applicable	Not Applicable
	"2000"	"2000"	"Mar., 2000"	"2000/03"	"California"	"06"	"Santa Cruz County, CA"	"06087"	10	Not Applicable	Not Applicable
	"2000"	"2000"	"Mar., 2000"	"2000/03"	"California"	"06"	"Shasta County, CA"	"06089"	17	Not Applicable	Not Applicable
	"2000"	"2000"	"Mar., 2000"	"2000/03"	"California"	"06"	"Sonoma County, CA"	"06097"	17	Not Applicable	Not Applicable
	"2000"	"2000"	"Mar., 2000"	"2000/03"	"California"	"06"	"Stanislaus County, CA"	"06099"	11	Not Applicable	Not Applicable
	"2000"	"2000"	"Mar., 2000"	"2000/03"	"California"	"06"	"Tulare County, CA"	"06107"	18	Not Applicable	Not Applicable
	"2000"	"2000"	"Mar., 2000"	"2000/03"	"California"	"06"	"Ventura County, CA"	"06111"	30	Not Applicable	Not Applicable
"Total"	"2000"	"2000"	"Mar., 2000"	"2000/03"	"California"	"06"			941	Not Applicable	Not Applicable
	"2000"	"2000"	"Mar., 2000"	"2000/03"	"Oregon"	"41"	"Lane County, OR"	"41039"	15	Not Applicable	Not Applicable
	"2000"	"2000"	"Mar., 2000"	"2000/03"	"Oregon"	"41"	"Multnomah County, OR"	"41051"	23	Not Applicable	Not Applicable
	"2000"	"2000"	"Mar., 2000"	"2000/03"	"Oregon"	"41"	"Washington County, OR"	"41067"	10	Not Applicable	Not Applicable
"Total"	"2000"	"2000"	"Mar., 2000"	"2000/03"	"Oregon"	"41"			107	Not Applicable	Not Applicable
	"2000"	"2000"	"Mar., 2000"	"2000/03"	"Washington"	"53"	"Clark County, WA"	"53011"	11	Not Applicable	Not Applicable
	"2000"	"2000"	"Mar., 2000"	"2000/03"	"Washington"	"53"	"King County, WA"	"53033"	52	Not Applicable	Not Applicable
	"2000"	"2000"	"Mar., 2000"	"2000/03"	"Washington"	"53"	"Pierce County, WA"	"53053"	23	Not Applicable	Not Applicable
	"2000"	"2000"	"Mar., 2000"	"2000/03"	"Washington"	"53"	"Snohomish County, WA"	"53061"	14	Not Applicable	Not Applicable
	"2000"	"2000"	"Mar., 2000"	"2000/03"	"Washington"	"53"	"Spokane County, WA"	"53063"	21	Not Applicable	Not Applicable
"Total"	"2000"	"2000"	"Mar., 2000"	"2000/03"	"Washington"	"53"			195	Not Applicable	Not Applicable
"Total"	"2000"	"2000"	"Mar., 2000"	"2000/03"					1243	Not Applicable	Not Applicable
	"2000"	"2000"	"Apr., 2000"	"2000/04"	"California"	"06"	"Alameda County, CA"	"06001"	22	Not Applicable	Not Applicable
	"2000"	"2000"	"Apr., 2000"	"2000/04"	"California"	"06"	"Butte County, CA"	"06007"	12	Not Applicable	Not Applicable
	"2000"	"2000"	"Apr., 2000"	"2000/04"	"California"	"06"	"Contra Costa County, CA"	"06013"	24	Not Applicable	Not Applicable
	"2000"	"2000"	"Apr., 2000"	"2000/04"	"California"	"06"	"Fresno County, CA"	"06019"	15	Not Applicable	Not Applicable
	"2000"	"2000"	"Apr., 2000"	"2000/04"	"California"	"06"	"Los Angeles County, CA"	"06037"	157	Not Applicable	Not Applicable
	"2000"	"2000"	"Apr., 2000"	"2000/04"	"California"	"06"	"Orange County, CA"	"06059"	52	Not Applicable	Not Applicable
	"2000"	"2000"	"Apr., 2000"	"2000/04"	"California"	"06"	"Placer County, CA"	"06061"	11	Not Applicable	Not Applicable
	"2000"	"2000"	"Apr., 2000"	"2000/04"	"California"	"06"	"Riverside County, CA"	"06065"	46	Not Applicable	Not Applicable
	"2000"	"2000"	"Apr., 2000"	"2000/04"	"California"	"06"	"Sacramento County, CA"	"06067"	32	Not Applicable	Not Applicable
	"2000"	"2000"	"Apr., 2000"	"2000/04"	"California"	"06"	"San Bernardino County, CA"	"06071"	48	Not Applicable	Not Applicable
	"2000"	"2000"	"Apr., 2000"	"2000/04"	"California"	"06"	"San Diego County, CA"	"06073"	68	Not Applicable	Not Applicable
	"2000"	"2000"	"Apr., 2000"	"2000/04"	"California"	"06"	"San Francisco County, CA"	"06075"	14	Not Applicable	Not Applicable
	"2000"	"2000"	"Apr., 2000"	"2000/04"	"California"	"06"	"San Joaquin County, CA"	"06077"	15	Not Applicable	Not Applicable
	"2000"	"2000"	"Apr., 2000"	"2000/04"	"California"	"06"	"San Mateo County, CA"	"06081"	15	Not Applicable	Not Applicable
	"2000"	"2000"	"Apr., 2000"	"2000/04"	"California"	"06"	"Santa Barbara County, CA"	"06083"	10	Not Applicable	Not Applicable
	"2000"	"2000"	"Apr., 2000"	"2000/04"	"California"	"06"	"Santa Clara County, CA"	"06085"	27	Not Applicable	Not Applicable
	"2000"	"2000"	"Apr., 2000"	"2000/04"	"California"	"06"	"Sonoma County, CA"	"06097"	11	Not Applicable	Not Applicable
	"2000"	"2000"	"Apr., 2000"	"2000/04"	"California"	"06"	"Tulare County, CA"	"06107"	11	Not Applicable	Not Applicable
"Total"	"2000"	"2000"	"Apr., 2000"	"2000/04"	"California"	"06"			710	Not Applicable	Not Applicable
	"2000"	"2000"	"Apr., 2000"	"2000/04"	"Oregon"	"41"	"Clackamas County, OR"	"41005"	11	Not Applicable	Not Applicable
	"2000"	"2000"	"Apr., 2000"	"2000/04"	"Oregon"	"41"	"Lane County, OR"	"41039"	12	Not Applicable	Not Applicable
	"2000"	"2000"	"Apr., 2000"	"2000/04"	"Oregon"	"41"	"Multnomah County, OR"	"41051"	14	Not Applicable	Not Applicable
"Total"	"2000"	"2000"	"Apr., 2000"	"2000/04"	"Oregon"	"41"			109	Not Applicable	Not Applicable
	"2000"	"2000"	"Apr., 2000"	"2000/04"	"Washington"	"53"	"Clark County, WA"	"53011"	16	Not Applicable	Not Applicable
	"2000"	"2000"	"Apr., 2000"	"2000/04"	"Washington"	"53"	"King County, WA"	"53033"	32	Not Applicable	Not Applicable
	"2000"	"2000"	"Apr., 2000"	"2000/04"	"Washington"	"53"	"Kitsap County, WA"	"53035"	15	Not Applicable	Not Applicable
	"2000"	"2000"	"Apr., 2000"	"2000/04"	"Washington"	"53"	"Pierce County, WA"	"53053"	20	Not Applicable	Not Applicable
	"2000"	"2000"	"Apr., 2000"	"2000/04"	"Washington"	"53"	"Snohomish County, WA"	"53061"	14	Not Applicable	Not Applicable
	"2000"	"2000"	"Apr., 2000"	"2000/04"	"Washington"	"53"	"Spokane County, WA"	"53063"	15	Not Applicable	Not Applicable
"Total"	"2000"	"2000"	"Apr., 2000"	"2000/04"	"Washington"	"53"			197	Not Applicable	Not Applicable
"Total"	"2000"	"2000"	"Apr., 2000"	"2000/04"					1016	Not Applicable	Not Applicable
	"2000"	"2000"	"May, 2000"	"2000/05"	"California"	"06"	"Alameda County, CA"	"06001"	18	Not Applicable	Not Applicable
	"2000"	"2000"	"May, 2000"	"2000/05"	"California"	"06"	"Butte County, CA"	"06007"	12	Not Applicable	Not Applicable
	"2000"	"2000"	"May, 2000"	"2000/05"	"California"	"06"	"Contra Costa County, CA"	"06013"	15	Not Applicable	Not Applicable
	"2000"	"2000"	"May, 2000"	"2000/05"	"California"	"06"	"Fresno County, CA"	"06019"	19	Not Applicable	Not Applicable
	"2000"	"2000"	"May, 2000"	"2000/05"	"California"	"06"	"Kern County, CA"	"06029"	20	Not Applicable	Not Applicable
	"2000"	"2000"	"May, 2000"	"2000/05"	"California"	"06"	"Los Angeles County, CA"	"06037"	160	Not Applicable	Not Applicable
	"2000"	"2000"	"May, 2000"	"2000/05"	"California"	"06"	"Orange County, CA"	"06059"	60	Not Applicable	Not Applicable
	"2000"	"2000"	"May, 2000"	"2000/05"	"California"	"06"	"Riverside County, CA"	"06065"	49	Not Applicable	Not Applicable
	"2000"	"2000"	"May, 2000"	"2000/05"	"California"	"06"	"Sacramento County, CA"	"06067"	37	Not Applicable	Not Applicable
	"2000"	"2000"	"May, 2000"	"2000/05"	"California"	"06"	"San Bernardino County, CA"	"06071"	57	Not Applicable	Not Applicable
	"2000"	"2000"	"May, 2000"	"2000/05"	"California"	"06"	"San Diego County, CA"	"06073"	72	Not Applicable	Not Applicable
	"2000"	"2000"	"May, 2000"	"2000/05"	"California"	"06"	"San Francisco County, CA"	"06075"	22	Not Applicable	Not Applicable
	"2000"	"2000"	"May, 2000"	"2000/05"	"California"	"06"	"San Joaquin County, CA"	"06077"	25	Not Applicable	Not Applicable
	"2000"	"2000"	"May, 2000"	"2000/05"	"California"	"06"	"San Luis Obispo County, CA"	"06079"	14	Not Applicable	Not Applicable
	"2000"	"2000"	"May, 2000"	"2000/05"	"California"	"06"	"San Mateo County, CA"	"06081"	19	Not Applicable	Not Applicable
	"2000"	"2000"	"May, 2000"	"2000/05"	"California"	"06"	"Santa Clara County, CA"	"06085"	22	Not Applicable	Not Applicable
	"2000"	"2000"	"May, 2000"	"2000/05"	"California"	"06"	"Solano County, CA"	"06095"	10	Not Applicable	Not Applicable
	"2000"	"2000"	"May, 2000"	"2000/05"	"California"	"06"	"Sonoma County, CA"	"06097"	11	Not Applicable	Not Applicable
	"2000"	"2000"	"May, 2000"	"2000/05"	"California"	"06"	"Stanislaus County, CA"	"06099"	10	Not Applicable	Not Applicable
	"2000"	"2000"	"May, 2000"	"2000/05"	"California"	"06"	"Tulare County, CA"	"06107"	14	Not Applicable	Not Applicable
	"2000"	"2000"	"May, 2000"	"2000/05"	"California"	"06"	"Ventura County, CA"	"06111"	13	Not Applicable	Not Applicable
"Total"	"2000"	"2000"	"May, 2000"	"2000/05"	"California"	"06"			790	Not Applicable	Not Applicable
	"2000"	"2000"	"May, 2000"	"2000/05"	"Oregon"	"41"	"Multnomah County, OR"	"41051"	24	Not Applicable	Not Applicable
"Total"	"2000"	"2000"	"May, 2000"	"2000/05"	"Oregon"	"41"			92	Not Applicable	Not Applicable
	"2000"	"2000"	"May, 2000"	"2000/05"	"Washington"	"53"	"Clark County, WA"	"53011"	10	Not Applicable	Not Applicable
	"2000"	"2000"	"May, 2000"	"2000/05"	"Washington"	"53"	"King County, WA"	"53033"	34	Not Applicable	Not Applicable
	"2000"	"2000"	"May, 2000"	"2000/05"	"Washington"	"53"	"Pierce County, WA"	"53053"	29	Not Applicable	Not Applicable
	"2000"	"2000"	"May, 2000"	"2000/05"	"Washington"	"53"	"Snohomish County, WA"	"53061"	11	Not Applicable	Not Applicable
	"2000"	"2000"	"May, 2000"	"2000/05"	"Washington"	"53"	"Spokane County, WA"	"53063"	13	Not Applicable	Not Applicable
	"2000"	"2000"	"May, 2000"	"2000/05"	"Washington"	"53"	"Yakima County, WA"	"53077"	10	Not Applicable	Not Applicable
"Total"	"2000"	"2000"	"May, 2000"	"2000/05"	"Washington"	"53"			160	Not Applicable	Not Applicable
"Total"	"2000"	"2000"	"May, 2000"	"2000/05"					1042	Not Applicable	Not Applicable
	"2000"	"2000"	"Jun., 2000"	"2000/06"	"California"	"06"	"Alameda County, CA"	"06001"	18	Not Applicable	Not Applicable
	"2000"	"2000"	"Jun., 2000"	"2000/06"	"California"	"06"	"Butte County, CA"	"06007"	13	Not Applicable	Not Applicable
	"2000"	"2000"	"Jun., 2000"	"2000/06"	"California"	"06"	"Contra Costa County, CA"	"06013"	20	Not Applicable	Not Applicable
	"2000"	"2000"	"Jun., 2000"	"2000/06"	"California"	"06"	"Fresno County, CA"	"06019"	14	Not Applicable	Not Applicable
	"2000"	"2000"	"Jun., 2000"	"2000/06"	"California"	"06"	"Kern County, CA"	"06029"	16	Not Applicable	Not Applicable
	"2000"	"2000"	"Jun., 2000"	"2000/06"	"California"	"06"	"Los Angeles County, CA"	"06037"	153	Not Applicable	Not Applicable
	"2000"	"2000"	"Jun., 2000"	"2000/06"	"California"	"06"	"Monterey County, CA"	"06053"	10	Not Applicable	Not Applicable
	"2000"	"2000"	"Jun., 2000"	"2000/06"	"California"	"06"	"Orange County, CA"	"06059"	51	Not Applicable	Not Applicable
	"2000"	"2000"	"Jun., 2000"	"2000/06"	"California"	"06"	"Riverside County, CA"	"06065"	45	Not Applicable	Not Applicable
	"2000"	"2000"	"Jun., 2000"	"2000/06"	"California"	"06"	"Sacramento County, CA"	"06067"	43	Not Applicable	Not Applicable
	"2000"	"2000"	"Jun., 2000"	"2000/06"	"California"	"06"	"San Bernardino County, CA"	"06071"	44	Not Applicable	Not Applicable
	"2000"	"2000"	"Jun., 2000"	"2000/06"	"California"	"06"	"San Diego County, CA"	"06073"	74	Not Applicable	Not Applicable
	"2000"	"2000"	"Jun., 2000"	"2000/06"	"California"	"06"	"San Francisco County, CA"	"06075"	24	Not Applicable	Not Applicable
	"2000"	"2000"	"Jun., 2000"	"2000/06"	"California"	"06"	"San Joaquin County, CA"	"06077"	17	Not Applicable	Not Applicable
	"2000"	"2000"	"Jun., 2000"	"2000/06"	"California"	"06"	"Santa Barbara County, CA"	"06083"	14	Not Applicable	Not Applicable
	"2000"	"2000"	"Jun., 2000"	"2000/06"	"California"	"06"	"Santa Clara County, CA"	"06085"	32	Not Applicable	Not Applicable
	"2000"	"2000"	"Jun., 2000"	"2000/06"	"California"	"06"	"Sonoma County, CA"	"06097"	11	Not Applicable	Not Applicable
	"2000"	"2000"	"Jun., 2000"	"2000/06"	"California"	"06"	"Stanislaus County, CA"	"06099"	11	Not Applicable	Not Applicable
	"2000"	"2000"	"Jun., 2000"	"2000/06"	"California"	"06"	"Ventura County, CA"	"06111"	18	Not Applicable	Not Applicable
"Total"	"2000"	"2000"	"Jun., 2000"	"2000/06"	"California"	"06"			752	Not Applicable	Not Applicable
	"2000"	"2000"	"Jun., 2000"	"2000/06"	"Oregon"	"41"	"Clackamas County, OR"	"41005"	12	Not Applicable	Not Applicable
	"2000"	"2000"	"Jun., 2000"	"2000/06"	"Oregon"	"41"	"Multnomah County, OR"	"41051"	13	Not Applicable	Not Applicable
"Total"	"2000"	"2000"	"Jun., 2000"	"2000/06"	"Oregon"	"41"			92	Not Applicable	Not Applicable
	"2000"	"2000"	"Jun., 2000"	"2000/06"	"Washington"	"53"	"King County, WA"	"53033"	34	Not Applicable	Not Applicable
	"2000"	"2000"	"Jun., 2000"	"2000/06"	"Washington"	"53"	"Pierce County, WA"	"53053"	20	Not Applicable	Not Applicable
	"2000"	"2000"	"Jun., 2000"	"2000/06"	"Washington"	"53"	"Snohomish County, WA"	"53061"	18	Not Applicable	Not Applicable
	"2000"	"2000"	"Jun., 2000"	"2000/06"	"Washington"	"53"	"Spokane County, WA"	"53063"	19	Not Applicable	Not Applicable
"Total"	"2000"	"2000"	"Jun., 2000"	"2000/06"	"Washington"	"53"			161	Not Applicable	Not Applicable
"Total"	"2000"	"2000"	"Jun., 2000"	"2000/06"					1005	Not Applicable	Not Applicable
	"2000"	"2000"	"Jul., 2000"	"2000/07"	"California"	"06"	"Alameda County, CA"	"06001"	16	Not Applicable	Not Applicable
	"2000"	"2000"	"Jul., 2000"	"2000/07"	"California"	"06"	"Contra Costa County, CA"	"06013"	19	Not Applicable	Not Applicable
	"2000"	"2000"	"Jul., 2000"	"2000/07"	"California"	"06"	"Fresno County, CA"	"06019"	11	Not Applicable	Not Applicable
	"2000"	"2000"	"Jul., 2000"	"2000/07"	"California"	"06"	"Kern County, CA"	"06029"	30	Not Applicable	Not Applicable
	"2000"	"2000"	"Jul., 2000"	"2000/07"	"California"	"06"	"Los Angeles County, CA"	"06037"	180	Not Applicable	Not Applicable
	"2000"	"2000"	"Jul., 2000"	"2000/07"	"California"	"06"	"Orange County, CA"	"06059"	48	Not Applicable	Not Applicable
	"2000"	"2000"	"Jul., 2000"	"2000/07"	"California"	"06"	"Placer County, CA"	"06061"	12	Not Applicable	Not Applicable
