"Notes"	"Year"	"Year Code"	"Month"	"Month Code"	"State"	"State Code"	"County"	"County Code"	Deaths	Population	Crude Rate
	"2005"	"2005"	"Apr., 2005"	"2005/04"	"Washington"	"53"	"Snohomish County, WA"	"53061"	23	Not Applicable	Not Applicable
	"2005"	"2005"	"Apr., 2005"	"2005/04"	"Washington"	"53"	"Spokane County, WA"	"53063"	12	Not Applicable	Not Applicable
	"2005"	"2005"	"Apr., 2005"	"2005/04"	"Washington"	"53"	"Thurston County, WA"	"53067"	13	Not Applicable	Not Applicable
	"2005"	"2005"	"Apr., 2005"	"2005/04"	"Washington"	"53"	"Yakima County, WA"	"53077"	11	Not Applicable	Not Applicable
"Total"	"2005"	"2005"	"Apr., 2005"	"2005/04"	"Washington"	"53"			210	Not Applicable	Not Applicable
"Total"	"2005"	"2005"	"Apr., 2005"	"2005/04"					1295	Not Applicable	Not Applicable
	"2005"	"2005"	"May, 2005"	"2005/05"	"California"	"06"	"Alameda County, CA"	"06001"	30	Not Applicable	Not Applicable
	"2005"	"2005"	"May, 2005"	"2005/05"	"California"	"06"	"Butte County, CA"	"06007"	11	Not Applicable	Not Applicable
	"2005"	"2005"	"May, 2005"	"2005/05"	"California"	"06"	"Contra Costa County, CA"	"06013"	28	Not Applicable	Not Applicable
	"2005"	"2005"	"May, 2005"	"2005/05"	"California"	"06"	"Fresno County, CA"	"06019"	25	Not Applicable	Not Applicable
	"2005"	"2005"	"May, 2005"	"2005/05"	"California"	"06"	"Kern County, CA"	"06029"	24	Not Applicable	Not Applicable
	"2005"	"2005"	"May, 2005"	"2005/05"	"California"	"06"	"Los Angeles County, CA"	"06037"	203	Not Applicable	Not Applicable
	"2005"	"2005"	"May, 2005"	"2005/05"	"California"	"06"	"Marin County, CA"	"06041"	10	Not Applicable	Not Applicable
	"2005"	"2005"	"May, 2005"	"2005/05"	"California"	"06"	"Orange County, CA"	"06059"	62	Not Applicable	Not Applicable
	"2005"	"2005"	"May, 2005"	"2005/05"	"California"	"06"	"Riverside County, CA"	"06065"	84	Not Applicable	Not Applicable
	"2005"	"2005"	"May, 2005"	"2005/05"	"California"	"06"	"Sacramento County, CA"	"06067"	55	Not Applicable	Not Applicable
	"2005"	"2005"	"May, 2005"	"2005/05"	"California"	"06"	"San Bernardino County, CA"	"06071"	74	Not Applicable	Not Applicable
	"2005"	"2005"	"May, 2005"	"2005/05"	"California"	"06"	"San Diego County, CA"	"06073"	91	Not Applicable	Not Applicable
	"2005"	"2005"	"May, 2005"	"2005/05"	"California"	"06"	"San Francisco County, CA"	"06075"	21	Not Applicable	Not Applicable
	"2005"	"2005"	"May, 2005"	"2005/05"	"California"	"06"	"San Joaquin County, CA"	"06077"	25	Not Applicable	Not Applicable
	"2005"	"2005"	"May, 2005"	"2005/05"	"California"	"06"	"San Mateo County, CA"	"06081"	25	Not Applicable	Not Applicable
	"2005"	"2005"	"May, 2005"	"2005/05"	"California"	"06"	"Santa Barbara County, CA"	"06083"	10	Not Applicable	Not Applicable
	"2005"	"2005"	"May, 2005"	"2005/05"	"California"	"06"	"Santa Clara County, CA"	"06085"	26	Not Applicable	Not Applicable
	"2005"	"2005"	"May, 2005"	"2005/05"	"California"	"06"	"Solano County, CA"	"06095"	16	Not Applicable	Not Applicable
	"2005"	"2005"	"May, 2005"	"2005/05"	"California"	"06"	"Sonoma County, CA"	"06097"	14	Not Applicable	Not Applicable
	"2005"	"2005"	"May, 2005"	"2005/05"	"California"	"06"	"Stanislaus County, CA"	"06099"	13	Not Applicable	Not Applicable
	"2005"	"2005"	"May, 2005"	"2005/05"	"California"	"06"	"Ventura County, CA"	"06111"	17	Not Applicable	Not Applicable
"Total"	"2005"	"2005"	"May, 2005"	"2005/05"	"California"	"06"			984	Not Applicable	Not Applicable
	"2005"	"2005"	"May, 2005"	"2005/05"	"Oregon"	"41"	"Clackamas County, OR"	"41005"	11	Not Applicable	Not Applicable
	"2005"	"2005"	"May, 2005"	"2005/05"	"Oregon"	"41"	"Deschutes County, OR"	"41017"	10	Not Applicable	Not Applicable
	"2005"	"2005"	"May, 2005"	"2005/05"	"Oregon"	"41"	"Lane County, OR"	"41039"	11	Not Applicable	Not Applicable
	"2005"	"2005"	"May, 2005"	"2005/05"	"Oregon"	"41"	"Multnomah County, OR"	"41051"	30	Not Applicable	Not Applicable
	"2005"	"2005"	"May, 2005"	"2005/05"	"Oregon"	"41"	"Washington County, OR"	"41067"	11	Not Applicable	Not Applicable
"Total"	"2005"	"2005"	"May, 2005"	"2005/05"	"Oregon"	"41"			146	Not Applicable	Not Applicable
	"2005"	"2005"	"May, 2005"	"2005/05"	"Washington"	"53"	"Clark County, WA"	"53011"	11	Not Applicable	Not Applicable
	"2005"	"2005"	"May, 2005"	"2005/05"	"Washington"	"53"	"King County, WA"	"53033"	38	Not Applicable	Not Applicable
	"2005"	"2005"	"May, 2005"	"2005/05"	"Washington"	"53"	"Pierce County, WA"	"53053"	39	Not Applicable	Not Applicable
	"2005"	"2005"	"May, 2005"	"2005/05"	"Washington"	"53"	"Snohomish County, WA"	"53061"	18	Not Applicable	Not Applicable
	"2005"	"2005"	"May, 2005"	"2005/05"	"Washington"	"53"	"Spokane County, WA"	"53063"	20	Not Applicable	Not Applicable
	"2005"	"2005"	"May, 2005"	"2005/05"	"Washington"	"53"	"Thurston County, WA"	"53067"	10	Not Applicable	Not Applicable
"Total"	"2005"	"2005"	"May, 2005"	"2005/05"	"Washington"	"53"			204	Not Applicable	Not Applicable
"Total"	"2005"	"2005"	"May, 2005"	"2005/05"					1334	Not Applicable	Not Applicable
	"2005"	"2005"	"Jun., 2005"	"2005/06"	"California"	"06"	"Alameda County, CA"	"06001"	34	Not Applicable	Not Applicable
	"2005"	"2005"	"Jun., 2005"	"2005/06"	"California"	"06"	"Contra Costa County, CA"	"06013"	21	Not Applicable	Not Applicable
	"2005"	"2005"	"Jun., 2005"	"2005/06"	"California"	"06"	"Fresno County, CA"	"06019"	25	Not Applicable	Not Applicable
	"2005"	"2005"	"Jun., 2005"	"2005/06"	"California"	"06"	"Kern County, CA"	"06029"	30	Not Applicable	Not Applicable
	"2005"	"2005"	"Jun., 2005"	"2005/06"	"California"	"06"	"Los Angeles County, CA"	"06037"	178	Not Applicable	Not Applicable
	"2005"	"2005"	"Jun., 2005"	"2005/06"	"California"	"06"	"Monterey County, CA"	"06053"	12	Not Applicable	Not Applicable
	"2005"	"2005"	"Jun., 2005"	"2005/06"	"California"	"06"	"Orange County, CA"	"06059"	57	Not Applicable	Not Applicable
	"2005"	"2005"	"Jun., 2005"	"2005/06"	"California"	"06"	"Riverside County, CA"	"06065"	60	Not Applicable	Not Applicable
	"2005"	"2005"	"Jun., 2005"	"2005/06"	"California"	"06"	"Sacramento County, CA"	"06067"	32	Not Applicable	Not Applicable
	"2005"	"2005"	"Jun., 2005"	"2005/06"	"California"	"06"	"San Bernardino County, CA"	"06071"	46	Not Applicable	Not Applicable
	"2005"	"2005"	"Jun., 2005"	"2005/06"	"California"	"06"	"San Diego County, CA"	"06073"	71	Not Applicable	Not Applicable
	"2005"	"2005"	"Jun., 2005"	"2005/06"	"California"	"06"	"San Francisco County, CA"	"06075"	19	Not Applicable	Not Applicable
	"2005"	"2005"	"Jun., 2005"	"2005/06"	"California"	"06"	"San Joaquin County, CA"	"06077"	17	Not Applicable	Not Applicable
	"2005"	"2005"	"Jun., 2005"	"2005/06"	"California"	"06"	"San Mateo County, CA"	"06081"	18	Not Applicable	Not Applicable
	"2005"	"2005"	"Jun., 2005"	"2005/06"	"California"	"06"	"Santa Barbara County, CA"	"06083"	11	Not Applicable	Not Applicable
	"2005"	"2005"	"Jun., 2005"	"2005/06"	"California"	"06"	"Santa Clara County, CA"	"06085"	33	Not Applicable	Not Applicable
	"2005"	"2005"	"Jun., 2005"	"2005/06"	"California"	"06"	"Shasta County, CA"	"06089"	10	Not Applicable	Not Applicable
	"2005"	"2005"	"Jun., 2005"	"2005/06"	"California"	"06"	"Solano County, CA"	"06095"	10	Not Applicable	Not Applicable
	"2005"	"2005"	"Jun., 2005"	"2005/06"	"California"	"06"	"Stanislaus County, CA"	"06099"	13	Not Applicable	Not Applicable
	"2005"	"2005"	"Jun., 2005"	"2005/06"	"California"	"06"	"Tulare County, CA"	"06107"	13	Not Applicable	Not Applicable
	"2005"	"2005"	"Jun., 2005"	"2005/06"	"California"	"06"	"Ventura County, CA"	"06111"	16	Not Applicable	Not Applicable
"Total"	"2005"	"2005"	"Jun., 2005"	"2005/06"	"California"	"06"			837	Not Applicable	Not Applicable
	"2005"	"2005"	"Jun., 2005"	"2005/06"	"Oregon"	"41"	"Jackson County, OR"	"41029"	11	Not Applicable	Not Applicable
	"2005"	"2005"	"Jun., 2005"	"2005/06"	"Oregon"	"41"	"Lane County, OR"	"41039"	10	Not Applicable	Not Applicable
	"2005"	"2005"	"Jun., 2005"	"2005/06"	"Oregon"	"41"	"Multnomah County, OR"	"41051"	11	Not Applicable	Not Applicable
"Total"	"2005"	"2005"	"Jun., 2005"	"2005/06"	"Oregon"	"41"			98	Not Applicable	Not Applicable
	"2005"	"2005"	"Jun., 2005"	"2005/06"	"Washington"	"53"	"Clark County, WA"	"53011"	10	Not Applicable	Not Applicable
	"2005"	"2005"	"Jun., 2005"	"2005/06"	"Washington"	"53"	"King County, WA"	"53033"	40	Not Applicable	Not Applicable
	"2005"	"2005"	"Jun., 2005"	"2005/06"	"Washington"	"53"	"Pierce County, WA"	"53053"	24	Not Applicable	Not Applicable
	"2005"	"2005"	"Jun., 2005"	"2005/06"	"Washington"	"53"	"Snohomish County, WA"	"53061"	25	Not Applicable	Not Applicable
	"2005"	"2005"	"Jun., 2005"	"2005/06"	"Washington"	"53"	"Spokane County, WA"	"53063"	26	Not Applicable	Not Applicable
"Total"	"2005"	"2005"	"Jun., 2005"	"2005/06"	"Washington"	"53"			208	Not Applicable	Not Applicable
"Total"	"2005"	"2005"	"Jun., 2005"	"2005/06"					1143	Not Applicable	Not Applicable
	"2005"	"2005"	"Jul., 2005"	"2005/07"	"California"	"06"	"Alameda County, CA"	"06001"	24	Not Applicable	Not Applicable
	"2005"	"2005"	"Jul., 2005"	"2005/07"	"California"	"06"	"Contra Costa County, CA"	"06013"	20	Not Applicable	Not Applicable
	"2005"	"2005"	"Jul., 2005"	"2005/07"	"California"	"06"	"Fresno County, CA"	"06019"	18	Not Applicable	Not Applicable
	"2005"	"2005"	"Jul., 2005"	"2005/07"	"California"	"06"	"Kern County, CA"	"06029"	20	Not Applicable	Not Applicable
	"2005"	"2005"	"Jul., 2005"	"2005/07"	"California"	"06"	"Los Angeles County, CA"	"06037"	172	Not Applicable	Not Applicable
	"2005"	"2005"	"Jul., 2005"	"2005/07"	"California"	"06"	"Orange County, CA"	"06059"	50	Not Applicable	Not Applicable
	"2005"	"2005"	"Jul., 2005"	"2005/07"	"California"	"06"	"Riverside County, CA"	"06065"	60	Not Applicable	Not Applicable
	"2005"	"2005"	"Jul., 2005"	"2005/07"	"California"	"06"	"Sacramento County, CA"	"06067"	28	Not Applicable	Not Applicable
	"2005"	"2005"	"Jul., 2005"	"2005/07"	"California"	"06"	"San Bernardino County, CA"	"06071"	45	Not Applicable	Not Applicable
	"2005"	"2005"	"Jul., 2005"	"2005/07"	"California"	"06"	"San Diego County, CA"	"06073"	70	Not Applicable	Not Applicable
	"2005"	"2005"	"Jul., 2005"	"2005/07"	"California"	"06"	"San Francisco County, CA"	"06075"	19	Not Applicable	Not Applicable
	"2005"	"2005"	"Jul., 2005"	"2005/07"	"California"	"06"	"San Joaquin County, CA"	"06077"	22	Not Applicable	Not Applicable
	"2005"	"2005"	"Jul., 2005"	"2005/07"	"California"	"06"	"San Mateo County, CA"	"06081"	19	Not Applicable	Not Applicable
	"2005"	"2005"	"Jul., 2005"	"2005/07"	"California"	"06"	"Santa Clara County, CA"	"06085"	28	Not Applicable	Not Applicable
	"2005"	"2005"	"Jul., 2005"	"2005/07"	"California"	"06"	"Shasta County, CA"	"06089"	11	Not Applicable	Not Applicable
	"2005"	"2005"	"Jul., 2005"	"2005/07"	"California"	"06"	"Solano County, CA"	"06095"	11	Not Applicable	Not Applicable
	"2005"	"2005"	"Jul., 2005"	"2005/07"	"California"	"06"	"Stanislaus County, CA"	"06099"	14	Not Applicable	Not Applicable
	"2005"	"2005"	"Jul., 2005"	"2005/07"	"California"	"06"	"Tulare County, CA"	"06107"	10	Not Applicable	Not Applicable
	"2005"	"2005"	"Jul., 2005"	"2005/07"	"California"	"06"	"Ventura County, CA"	"06111"	15	Not Applicable	Not Applicable
"Total"	"2005"	"2005"	"Jul., 2005"	"2005/07"	"California"	"06"			776	Not Applicable	Not Applicable
	"2005"	"2005"	"Jul., 2005"	"2005/07"	"Oregon"	"41"	"Jackson County, OR"	"41029"	12	Not Applicable	Not Applicable
	"2005"	"2005"	"Jul., 2005"	"2005/07"	"Oregon"	"41"	"Marion County, OR"	"41047"	11	Not Applicable	Not Applicable
	"2005"	"2005"	"Jul., 2005"	"2005/07"	"Oregon"	"41"	"Multnomah County, OR"	"41051"	14	Not Applicable	Not Applicable
"Total"	"2005"	"2005"	"Jul., 2005"	"2005/07"	"Oregon"	"41"			94	Not Applicable	Not Applicable
	"2005"	"2005"	"Jul., 2005"	"2005/07"	"Washington"	"53"	"Clark County, WA"	"53011"	10	Not Applicable	Not Applicable
	"2005"	"2005"	"Jul., 2005"	"2005/07"	"Washington"	"53"	"King County, WA"	"53033"	32	Not Applicable	Not Applicable
	"2005"	"2005"	"Jul., 2005"	"2005/07"	"Washington"	"53"	"Pierce County, WA"	"53053"	21	Not Applicable	Not Applicable
	"2005"	"2005"	"Jul., 2005"	"2005/07"	"Washington"	"53"	"Snohomish County, WA"	"53061"	14	Not Applicable	Not Applicable
	"2005"	"2005"	"Jul., 2005"	"2005/07"	"Washington"	"53"	"Spokane County, WA"	"53063"	11	Not Applicable	Not Applicable
"Total"	"2005"	"2005"	"Jul., 2005"	"2005/07"	"Washington"	"53"			159	Not Applicable	Not Applicable
"Total"	"2005"	"2005"	"Jul., 2005"	"2005/07"					1029	Not Applicable	Not Applicable
	"2005"	"2005"	"Aug., 2005"	"2005/08"	"California"	"06"	"Alameda County, CA"	"06001"	19	Not Applicable	Not Applicable
	"2005"	"2005"	"Aug., 2005"	"2005/08"	"California"	"06"	"Contra Costa County, CA"	"06013"	19	Not Applicable	Not Applicable
	"2005"	"2005"	"Aug., 2005"	"2005/08"	"California"	"06"	"Fresno County, CA"	"06019"	17	Not Applicable	Not Applicable
	"2005"	"2005"	"Aug., 2005"	"2005/08"	"California"	"06"	"Kern County, CA"	"06029"	32	Not Applicable	Not Applicable
	"2005"	"2005"	"Aug., 2005"	"2005/08"	"California"	"06"	"Los Angeles County, CA"	"06037"	182	Not Applicable	Not Applicable
	"2005"	"2005"	"Aug., 2005"	"2005/08"	"California"	"06"	"Orange County, CA"	"06059"	48	Not Applicable	Not Applicable
	"2005"	"2005"	"Aug., 2005"	"2005/08"	"California"	"06"	"Riverside County, CA"	"06065"	69	Not Applicable	Not Applicable
	"2005"	"2005"	"Aug., 2005"	"2005/08"	"California"	"06"	"Sacramento County, CA"	"06067"	36	Not Applicable	Not Applicable
	"2005"	"2005"	"Aug., 2005"	"2005/08"	"California"	"06"	"San Bernardino County, CA"	"06071"	52	Not Applicable	Not Applicable
	"2005"	"2005"	"Aug., 2005"	"2005/08"	"California"	"06"	"San Diego County, CA"	"06073"	83	Not Applicable	Not Applicable
	"2005"	"2005"	"Aug., 2005"	"2005/08"	"California"	"06"	"San Francisco County, CA"	"06075"	13	Not Applicable	Not Applicable
	"2005"	"2005"	"Aug., 2005"	"2005/08"	"California"	"06"	"San Joaquin County, CA"	"06077"	22	Not Applicable	Not Applicable
	"2005"	"2005"	"Aug., 2005"	"2005/08"	"California"	"06"	"Santa Barbara County, CA"	"06083"	11	Not Applicable	Not Applicable
	"2005"	"2005"	"Aug., 2005"	"2005/08"	"California"	"06"	"Santa Clara County, CA"	"06085"	31	Not Applicable	Not Applicable
	"2005"	"2005"	"Aug., 2005"	"2005/08"	"California"	"06"	"Solano County, CA"	"06095"	12	Not Applicable	Not Applicable
	"2005"	"2005"	"Aug., 2005"	"2005/08"	"California"	"06"	"Stanislaus County, CA"	"06099"	19	Not Applicable	Not Applicable
	"2005"	"2005"	"Aug., 2005"	"2005/08"	"California"	"06"	"Ventura County, CA"	"06111"	12	Not Applicable	Not Applicable
"Total"	"2005"	"2005"	"Aug., 2005"	"2005/08"	"California"	"06"			795	Not Applicable	Not Applicable
	"2005"	"2005"	"Aug., 2005"	"2005/08"	"Oregon"	"41"	"Lane County, OR"	"41039"	15	Not Applicable	Not Applicable
	"2005"	"2005"	"Aug., 2005"	"2005/08"	"Oregon"	"41"	"Multnomah County, OR"	"41051"	15	Not Applicable	Not Applicable
"Total"	"2005"	"2005"	"Aug., 2005"	"2005/08"	"Oregon"	"41"			95	Not Applicable	Not Applicable
	"2005"	"2005"	"Aug., 2005"	"2005/08"	"Washington"	"53"	"King County, WA"	"53033"	27	Not Applicable	Not Applicable
	"2005"	"2005"	"Aug., 2005"	"2005/08"	"Washington"	"53"	"Pierce County, WA"	"53053"	20	Not Applicable	Not Applicable
	"2005"	"2005"	"Aug., 2005"	"2005/08"	"Washington"	"53"	"Snohomish County, WA"	"53061"	13	Not Applicable	Not Applicable
	"2005"	"2005"	"Aug., 2005"	"2005/08"	"Washington"	"53"	"Spokane County, WA"	"53063"	16	Not Applicable	Not Applicable
"Total"	"2005"	"2005"	"Aug., 2005"	"2005/08"	"Washington"	"53"			144	Not Applicable	Not Applicable
"Total"	"2005"	"2005"	"Aug., 2005"	"2005/08"					1034	Not Applicable	Not Applicable
	"2005"	"2005"	"Sep., 2005"	"2005/09"	"California"	"06"	"Alameda County, CA"	"06001"	21	Not Applicable	Not Applicable
	"2005"	"2005"	"Sep., 2005"	"2005/09"	"California"	"06"	"Contra Costa County, CA"	"06013"	21	Not Applicable	Not Applicable
	"2005"	"2005"	"Sep., 2005"	"2005/09"	"California"	"06"	"Fresno County, CA"	"06019"	26	Not Applicable	Not Applicable
	"2005"	"2005"	"Sep., 2005"	"2005/09"	"California"	"06"	"Kern County, CA"	"06029"	19	Not Applicable	Not Applicable
	"2005"	"2005"	"Sep., 2005"	"2005/09"	"California"	"06"	"Los Angeles County, CA"	"06037"	141	Not Applicable	Not Applicable
	"2005"	"2005"	"Sep., 2005"	"2005/09"	"California"	"06"	"Monterey County, CA"	"06053"	10	Not Applicable	Not Applicable
	"2005"	"2005"	"Sep., 2005"	"2005/09"	"California"	"06"	"Orange County, CA"	"06059"	63	Not Applicable	Not Applicable
	"2005"	"2005"	"Sep., 2005"	"2005/09"	"California"	"06"	"Placer County, CA"	"06061"	11	Not Applicable	Not Applicable
	"2005"	"2005"	"Sep., 2005"	"2005/09"	"California"	"06"	"Riverside County, CA"	"06065"	55	Not Applicable	Not Applicable
	"2005"	"2005"	"Sep., 2005"	"2005/09"	"California"	"06"	"Sacramento County, CA"	"06067"	29	Not Applicable	Not Applicable
	"2005"	"2005"	"Sep., 2005"	"2005/09"	"California"	"06"	"San Bernardino County, CA"	"06071"	47	Not Applicable	Not Applicable
	"2005"	"2005"	"Sep., 2005"	"2005/09"	"California"	"06"	"San Diego County, CA"	"06073"	59	Not Applicable	Not Applicable
	"2005"	"2005"	"Sep., 2005"	"2005/09"	"California"	"06"	"San Francisco County, CA"	"06075"	18	Not Applicable	Not Applicable
	"2005"	"2005"	"Sep., 2005"	"2005/09"	"California"	"06"	"San Joaquin County, CA"	"06077"	19	Not Applicable	Not Applicable
	"2005"	"2005"	"Sep., 2005"	"2005/09"	"California"	"06"	"San Mateo County, CA"	"06081"	11	Not Applicable	Not Applicable
	"2005"	"2005"	"Sep., 2005"	"2005/09"	"California"	"06"	"Santa Clara County, CA"	"06085"	22	Not Applicable	Not Applicable
	"2005"	"2005"	"Sep., 2005"	"2005/09"	"California"	"06"	"Ventura County, CA"	"06111"	28	Not Applicable	Not Applicable
"Total"	"2005"	"2005"	"Sep., 2005"	"2005/09"	"California"	"06"			730	Not Applicable	Not Applicable
	"2005"	"2005"	"Sep., 2005"	"2005/09"	"Oregon"	"41"	"Jackson County, OR"	"41029"	12	Not Applicable	Not Applicable
	"2005"	"2005"	"Sep., 2005"	"2005/09"	"Oregon"	"41"	"Marion County, OR"	"41047"	10	Not Applicable	Not Applicable
	"2005"	"2005"	"Sep., 2005"	"2005/09"	"Oregon"	"41"	"Multnomah County, OR"	"41051"	16	Not Applicable	Not Applicable
"Total"	"2005"	"2005"	"Sep., 2005"	"2005/09"	"Oregon"	"41"			98	Not Applicable	Not Applicable
	"2005"	"2005"	"Sep., 2005"	"2005/09"	"Washington"	"53"	"Clark County, WA"	"53011"	10	Not Applicable	Not Applicable
	"2005"	"2005"	"Sep., 2005"	"2005/09"	"Washington"	"53"	"King County, WA"	"53033"	29	Not Applicable	Not Applicable
	"2005"	"2005"	"Sep., 2005"	"2005/09"	"Washington"	"53"	"Pierce County, WA"	"53053"	19	Not Applicable	Not Applicable
	"2005"	"2005"	"Sep., 2005"	"2005/09"	"Washington"	"53"	"Snohomish County, WA"	"53061"	15	Not Applicable	Not Applicable
	"2005"	"2005"	"Sep., 2005"	"2005/09"	"Washington"	"53"	"Spokane County, WA"	"53063"	18	Not Applicable	Not Applicable
"Total"	"2005"	"2005"	"Sep., 2005"	"2005/09"	"Washington"	"53"			147	Not Applicable	Not Applicable
"Total"	"2005"	"2005"	"Sep., 2005"	"2005/09"					975	Not Applicable	Not Applicable
	"2005"	"2005"	"Oct., 2005"	"2005/10"	"California"	"06"	"Alameda County, CA"	"06001"	26	Not Applicable	Not Applicable
	"2005"	"2005"	"Oct., 2005"	"2005/10"	"California"	"06"	"Contra Costa County, CA"	"06013"	24	Not Applicable	Not Applicable
	"2005"	"2005"	"Oct., 2005"	"2005/10"	"California"	"06"	"El Dorado County, CA"	"06017"	13	Not Applicable	Not Applicable
	"2005"	"2005"	"Oct., 2005"	"2005/10"	"California"	"06"	"Kern County, CA"	"06029"	25	Not Applicable	Not Applicable
	"2005"	"2005"	"Oct., 2005"	"2005/10"	"California"	"06"	"Los Angeles County, CA"	"06037"	189	Not Applicable	Not Applicable
	"2005"	"2005"	"Oct., 2005"	"2005/10"	"California"	"06"	"Orange County, CA"	"06059"	51	Not Applicable	Not Applicable
	"2005"	"2005"	"Oct., 2005"	"2005/10"	"California"	"06"	"Riverside County, CA"	"06065"	74	Not Applicable	Not Applicable
	"2005"	"2005"	"Oct., 2005"	"2005/10"	"California"	"06"	"Sacramento County, CA"	"06067"	33	Not Applicable	Not Applicable
	"2005"	"2005"	"Oct., 2005"	"2005/10"	"California"	"06"	"San Bernardino County, CA"	"06071"	45	Not Applicable	Not Applicable
	"2005"	"2005"	"Oct., 2005"	"2005/10"	"California"	"06"	"San Diego County, CA"	"06073"	68	Not Applicable	Not Applicable
	"2005"	"2005"	"Oct., 2005"	"2005/10"	"California"	"06"	"San Francisco County, CA"	"06075"	10	Not Applicable	Not Applicable
	"2005"	"2005"	"Oct., 2005"	"2005/10"	"California"	"06"	"San Joaquin County, CA"	"06077"	14	Not Applicable	Not Applicable
	"2005"	"2005"	"Oct., 2005"	"2005/10"	"California"	"06"	"San Mateo County, CA"	"06081"	22	Not Applicable	Not Applicable
	"2005"	"2005"	"Oct., 2005"	"2005/10"	"California"	"06"	"Santa Clara County, CA"	"06085"	27	Not Applicable	Not Applicable
	"2005"	"2005"	"Oct., 2005"	"2005/10"	"California"	"06"	"Solano County, CA"	"06095"	11	Not Applicable	Not Applicable
	"2005"	"2005"	"Oct., 2005"	"2005/10"	"California"	"06"	"Sonoma County, CA"	"06097"	12	Not Applicable	Not Applicable
	"2005"	"2005"	"Oct., 2005"	"2005/10"	"California"	"06"	"Stanislaus County, CA"	"06099"	13	Not Applicable	Not Applicable
	"2005"	"2005"	"Oct., 2005"	"2005/10"	"California"	"06"	"Tulare County, CA"	"06107"	10	Not Applicable	Not Applicable
	"2005"	"2005"	"Oct., 2005"	"2005/10"	"California"	"06"	"Ventura County, CA"	"06111"	14	Not Applicable	Not Applicable
"Total"	"2005"	"2005"	"Oct., 2005"	"2005/10"	"California"	"06"			815	Not Applicable	Not Applicable
	"2005"	"2005"	"Oct., 2005"	"2005/10"	"Oregon"	"41"	"Marion County, OR"	"41047"	10	Not Applicable	Not Applicable
	"2005"	"2005"	"Oct., 2005"	"2005/10"	"Oregon"	"41"	"Multnomah County, OR"	"41051"	25	Not Applicable	Not Applicable
"Total"	"2005"	"2005"	"Oct., 2005"	"2005/10"	"Oregon"	"41"			109	Not Applicable	Not Applicable
	"2005"	"2005"	"Oct., 2005"	"2005/10"	"Washington"	"53"	"Clark County, WA"	"53011"	11	Not Applicable	Not Applicable
	"2005"	"2005"	"Oct., 2005"	"2005/10"	"Washington"	"53"	"King County, WA"	"53033"	30	Not Applicable	Not Applicable
	"2005"	"2005"	"Oct., 2005"	"2005/10"	"Washington"	"53"	"Kitsap County, WA"	"53035"	10	Not Applicable	Not Applicable
	"2005"	"2005"	"Oct., 2005"	"2005/10"	"Washington"	"53"	"Pierce County, WA"	"53053"	24	Not Applicable	Not Applicable
	"2005"	"2005"	"Oct., 2005"	"2005/10"	"Washington"	"53"	"Snohomish County, WA"	"53061"	14	Not Applicable	Not Applicable
	"2005"	"2005"	"Oct., 2005"	"2005/10"	"Washington"	"53"	"Spokane County, WA"	"53063"	13	Not Applicable	Not Applicable
"Total"	"2005"	"2005"	"Oct., 2005"	"2005/10"	"Washington"	"53"			153	Not Applicable	Not Applicable
"Total"	"2005"	"2005"	"Oct., 2005"	"2005/10"					1077	Not Applicable	Not Applicable
	"2005"	"2005"	"Nov., 2005"	"2005/11"	"California"	"06"	"Alameda County, CA"	"06001"	23	Not Applicable	Not Applicable
	"2005"	"2005"	"Nov., 2005"	"2005/11"	"California"	"06"	"Butte County, CA"	"06007"	12	Not Applicable	Not Applicable
	"2005"	"2005"	"Nov., 2005"	"2005/11"	"California"	"06"	"Contra Costa County, CA"	"06013"	20	Not Applicable	Not Applicable
	"2005"	"2005"	"Nov., 2005"	"2005/11"	"California"	"06"	"Fresno County, CA"	"06019"	17	Not Applicable	Not Applicable
	"2005"	"2005"	"Nov., 2005"	"2005/11"	"California"	"06"	"Kern County, CA"	"06029"	30	Not Applicable	Not Applicable
	"2005"	"2005"	"Nov., 2005"	"2005/11"	"California"	"06"	"Los Angeles County, CA"	"06037"	194	Not Applicable	Not Applicable
	"2005"	"2005"	"Nov., 2005"	"2005/11"	"California"	"06"	"Orange County, CA"	"06059"	61	Not Applicable	Not Applicable
	"2005"	"2005"	"Nov., 2005"	"2005/11"	"California"	"06"	"Placer County, CA"	"06061"	10	Not Applicable	Not Applicable
	"2005"	"2005"	"Nov., 2005"	"2005/11"	"California"	"06"	"Riverside County, CA"	"06065"	58	Not Applicable	Not Applicable
	"2005"	"2005"	"Nov., 2005"	"2005/11"	"California"	"06"	"Sacramento County, CA"	"06067"	34	Not Applicable	Not Applicable
	"2005"	"2005"	"Nov., 2005"	"2005/11"	"California"	"06"	"San Bernardino County, CA"	"06071"	45	Not Applicable	Not Applicable
	"2005"	"2005"	"Nov., 2005"	"2005/11"	"California"	"06"	"San Diego County, CA"	"06073"	75	Not Applicable	Not Applicable
	"2005"	"2005"	"Nov., 2005"	"2005/11"	"California"	"06"	"San Joaquin County, CA"	"06077"	15	Not Applicable	Not Applicable
	"2005"	"2005"	"Nov., 2005"	"2005/11"	"California"	"06"	"San Mateo County, CA"	"06081"	14	Not Applicable	Not Applicable
