State,County,County Code,Year,Month,Deaths,Population,Crude Rate
Washington,"Adams County, WA",53001.0,2015.0,10.0,0,Not Applicable,Not Applicable
Washington,"Adams County, WA",53001.0,2015.0,11.0,0,Not Applicable,Not Applicable
Washington,"Adams County, WA",53001.0,2015.0,12.0,0,Not Applicable,Not Applicable
Washington,"Adams County, WA",53001.0,2016.0,1.0,0,Not Applicable,Not Applicable
Washington,"Adams County, WA",53001.0,2016.0,2.0,0,Not Applicable,Not Applicable
Washington,"Adams County, WA",53001.0,2016.0,3.0,0,Not Applicable,Not Applicable
Washington,"Adams County, WA",53001.0,2016.0,4.0,Suppressed,Not Applicable,Not Applicable
Washington,"Adams County, WA",53001.0,2016.0,5.0,0,Not Applicable,Not Applicable
Washington,"Adams County, WA",53001.0,2016.0,6.0,0,Not Applicable,Not Applicable
Washington,"Adams County, WA",53001.0,2016.0,7.0,0,Not Applicable,Not Applicable
Washington,"Adams County, WA",53001.0,2016.0,8.0,0,Not Applicable,Not Applicable
Washington,"Adams County, WA",53001.0,2016.0,9.0,0,Not Applicable,Not Applicable
Washington,"Adams County, WA",53001.0,2016.0,10.0,0,Not Applicable,Not Applicable
Washington,"Adams County, WA",53001.0,2016.0,11.0,0,Not Applicable,Not Applicable
Washington,"Adams County, WA",53001.0,2016.0,12.0,0,Not Applicable,Not Applicable
Washington,"Adams County, WA",53001.0,2017.0,1.0,0,Not Applicable,Not Applicable
Washington,"Adams County, WA",53001.0,2017.0,2.0,0,Not Applicable,Not Applicable
Washington,"Adams County, WA",53001.0,2017.0,3.0,0,Not Applicable,Not Applicable
Washington,"Adams County, WA",53001.0,2017.0,4.0,0,Not Applicable,Not Applicable
Washington,"Adams County, WA",53001.0,2017.0,5.0,0,Not Applicable,Not Applicable
Washington,"Adams County, WA",53001.0,2017.0,6.0,0,Not Applicable,Not Applicable
Washington,"Adams County, WA",53001.0,2017.0,7.0,0,Not Applicable,Not Applicable
Washington,"Adams County, WA",53001.0,2017.0,8.0,0,Not Applicable,Not Applicable
Washington,"Adams County, WA",53001.0,2017.0,9.0,0,Not Applicable,Not Applicable
Washington,"Adams County, WA",53001.0,2017.0,10.0,0,Not Applicable,Not Applicable
Washington,"Adams County, WA",53001.0,2017.0,11.0,0,Not Applicable,Not Applicable
Washington,"Adams County, WA",53001.0,2017.0,12.0,0,Not Applicable,Not Applicable
Washington,"Adams County, WA",53001.0,2018.0,1.0,0,Not Applicable,Not Applicable
Washington,"Adams County, WA",53001.0,2018.0,2.0,0,Not Applicable,Not Applicable
Washington,"Adams County, WA",53001.0,2018.0,3.0,0,Not Applicable,Not Applicable
Washington,"Adams County, WA",53001.0,2018.0,4.0,0,Not Applicable,Not Applicable
Washington,"Adams County, WA",53001.0,2018.0,5.0,0,Not Applicable,Not Applicable
Washington,"Adams County, WA",53001.0,2018.0,6.0,0,Not Applicable,Not Applicable
Washington,"Adams County, WA",53001.0,2018.0,7.0,0,Not Applicable,Not Applicable
Washington,"Adams County, WA",53001.0,2018.0,8.0,0,Not Applicable,Not Applicable
Washington,"Adams County, WA",53001.0,2018.0,9.0,0,Not Applicable,Not Applicable
Washington,"Adams County, WA",53001.0,2018.0,10.0,0,Not Applicable,Not Applicable
Washington,"Adams County, WA",53001.0,2018.0,11.0,Suppressed,Not Applicable,Not Applicable
Washington,"Adams County, WA",53001.0,2018.0,12.0,0,Not Applicable,Not Applicable
Washington,"Adams County, WA",53001.0,2019.0,1.0,0,Not Applicable,Not Applicable
Washington,"Adams County, WA",53001.0,2019.0,2.0,0,Not Applicable,Not Applicable
Washington,"Adams County, WA",53001.0,2019.0,3.0,0,Not Applicable,Not Applicable
Washington,"Adams County, WA",53001.0,2019.0,4.0,0,Not Applicable,Not Applicable
Washington,"Adams County, WA",53001.0,2019.0,5.0,0,Not Applicable,Not Applicable
Washington,"Adams County, WA",53001.0,2019.0,6.0,0,Not Applicable,Not Applicable
Washington,"Adams County, WA",53001.0,2019.0,7.0,0,Not Applicable,Not Applicable
Washington,"Adams County, WA",53001.0,2019.0,8.0,Suppressed,Not Applicable,Not Applicable
Washington,"Adams County, WA",53001.0,2019.0,9.0,0,Not Applicable,Not Applicable
Washington,"Adams County, WA",53001.0,2019.0,10.0,0,Not Applicable,Not Applicable
Washington,"Adams County, WA",53001.0,2019.0,11.0,0,Not Applicable,Not Applicable
Washington,"Adams County, WA",53001.0,2019.0,12.0,0,Not Applicable,Not Applicable
Washington,"Adams County, WA",53001.0,2020.0,1.0,0,Not Applicable,Not Applicable
Washington,"Adams County, WA",53001.0,2020.0,2.0,0,Not Applicable,Not Applicable
Washington,"Adams County, WA",53001.0,2020.0,3.0,0,Not Applicable,Not Applicable
Washington,"Adams County, WA",53001.0,2020.0,4.0,0,Not Applicable,Not Applicable
Washington,"Adams County, WA",53001.0,2020.0,5.0,0,Not Applicable,Not Applicable
Washington,"Adams County, WA",53001.0,2020.0,6.0,0,Not Applicable,Not Applicable
Washington,"Adams County, WA",53001.0,2020.0,7.0,0,Not Applicable,Not Applicable
Washington,"Adams County, WA",53001.0,2020.0,8.0,0,Not Applicable,Not Applicable
Washington,"Adams County, WA",53001.0,2020.0,9.0,0,Not Applicable,Not Applicable
Washington,"Adams County, WA",53001.0,2020.0,10.0,0,Not Applicable,Not Applicable
Washington,"Adams County, WA",53001.0,2020.0,11.0,0,Not Applicable,Not Applicable
Washington,"Adams County, WA",53001.0,2020.0,12.0,0,Not Applicable,Not Applicable
California,"Alameda County, CA",6001.0,2000.0,1.0,Suppressed,Not Applicable,Not Applicable
California,"Alameda County, CA",6001.0,2000.0,2.0,Suppressed,Not Applicable,Not Applicable
California,"Alameda County, CA",6001.0,2000.0,3.0,Suppressed,Not Applicable,Not Applicable
California,"Alameda County, CA",6001.0,2000.0,4.0,Suppressed,Not Applicable,Not Applicable
California,"Alameda County, CA",6001.0,2000.0,5.0,Suppressed,Not Applicable,Not Applicable
California,"Alameda County, CA",6001.0,2000.0,6.0,0,Not Applicable,Not Applicable
California,"Alameda County, CA",6001.0,2000.0,7.0,0,Not Applicable,Not Applicable
California,"Alameda County, CA",6001.0,2000.0,8.0,Suppressed,Not Applicable,Not Applicable
California,"Alameda County, CA",6001.0,2000.0,9.0,0,Not Applicable,Not Applicable
California,"Alameda County, CA",6001.0,2000.0,10.0,Suppressed,Not Applicable,Not Applicable
