county,year,month,wildfire_acres
Jefferson,2019,8,42.74724675000001
King,2017,8,185.94187995904286
King,2017,9,1098.5246835700002
Kittitas,2001,8,17.146866110000005
Kittitas,2004,4,107.75963673000003
Kittitas,2004,7,601.3414638599997
Kittitas,2005,8,734.6780821899993
Kittitas,2006,9,961.6584334000013
Kittitas,2006,10,116.99950813999999
Kittitas,2007,8,403.92665807980234
Kittitas,2007,9,318.2422786328738
Kittitas,2009,7,712.6654623199997
Kittitas,2012,7,156.93495816000012
Kittitas,2012,8,23501.081895760002
Kittitas,2012,9,44407.22082329838
Kittitas,2013,7,75413.98896075053
Kittitas,2013,8,2351.8325886799953
Kittitas,2014,6,2037.9452870019024
Kittitas,2014,7,26912.175984060006
Kittitas,2014,8,13748.738787830014
Kittitas,2016,9,1181.802745726507
Kittitas,2017,7,3642.073870835305
Kittitas,2017,8,36817.420840139996
Kittitas,2018,6,7596.7878315
Kittitas,2018,7,71837.09509583002
Kittitas,2018,9,40.35751269
Kittitas,2019,7,4102.846973454316
Klickitat,2000,8,2.2414690200000003
Klickitat,2001,7,89.65697123000001
Klickitat,2001,8,93.34318517000001
Klickitat,2002,9,15.658627859999994
Klickitat,2003,7,284.03341072000006
Klickitat,2005,7,5751.161078539996
Klickitat,2006,6,801.3101410000006
Klickitat,2007,7,35726.26096884999
Klickitat,2009,8,264.60167396999975
Klickitat,2010,7,1179.0653983699995
Klickitat,2010,8,2018.38353788
Klickitat,2011,8,9064.455332169991
Klickitat,2011,9,3621.144740220005
Klickitat,2012,7,2826.6121312699884
Klickitat,2012,9,1635.8427449700011
Klickitat,2013,7,24850.57505039361
Klickitat,2013,9,1715.6225045116896
Klickitat,2014,7,60.845585759999985
Klickitat,2014,8,2368.8846407299975
Klickitat,2015,7,2281.3723488100004
Klickitat,2015,8,33104.59216252999
Klickitat,2015,9,6383.442217610002
Klickitat,2016,9,2548.087694020001
Klickitat,2017,7,336.7438089999999
Klickitat,2018,7,9950.689376370005
Klickitat,2018,9,485.8807527897608
Klickitat,2019,7,242.06357292000007
Lewis,2003,5,265.02327787
Lewis,2003,8,43.95596094999997
Lewis,2012,9,336.8149827699999
Lewis,2013,5,198.76701237000006
Lewis,2014,8,58.57170024999998
Lewis,2014,9,6.096745579999997
Lewis,2015,7,191.96324073438848
Lewis,2015,8,101.43773091000007
Lewis,2018,8,73.97606087999996
Lincoln,2004,8,1090.0361553699997
Lincoln,2005,8,1557.2913244299993
Lincoln,2007,8,31695.51196482303
Lincoln,2008,8,18038.731040310002
Lincoln,2012,9,23682.94751122023
Lincoln,2014,7,2732.8846879863204
Lincoln,2015,6,209.70229116999985
Lincoln,2015,8,2234.406450589997
Lincoln,2016,7,9069.335378376556
Lincoln,2016,8,4936.4593912699975
Lincoln,2018,8,5050.162348720002
Mason,2006,7,797.5943290299999
Mason,2006,9,61.26689310000001
Mason,2011,8,50.38031925999995
Mason,2012,10,229.47797949999986
Mason,2014,8,167.74417814999998
Mason,2018,8,2154.365499380002
Okanogan,2000,7,9481.856780680022
Okanogan,2001,7,14134.060686269986
Okanogan,2001,8,80541.10163435055
Okanogan,2002,8,11610.978361770005
Okanogan,2003,6,81307.4280560898
Okanogan,2003,8,621.8637803199996
Okanogan,2003,9,23571.76639012692
Okanogan,2004,6,5105.130819950005
Okanogan,2004,7,1972.5154674612477
Okanogan,2004,8,1268.1152882499994
Okanogan,2005,7,15971.987102370003
Okanogan,2005,8,1351.4574016700012
Okanogan,2005,9,1097.0466172899996
Okanogan,2006,7,174602.85445785127
Okanogan,2006,8,38978.62769139811
Okanogan,2006,9,1815.9388351400041
Okanogan,2007,7,20926.407196129952
Okanogan,2007,8,11469.691722259991
Okanogan,2007,9,994.1671884796646
Okanogan,2008,7,7095.806580940005
Okanogan,2008,8,22155.092654759956
Okanogan,2009,7,959.5888339600003
Okanogan,2009,8,10131.938300400005
Okanogan,2009,9,2220.948144030001
Okanogan,2010,8,407.94807233
Okanogan,2011,8,2389.520861215451
Okanogan,2011,9,496.94526416645976
Okanogan,2012,4,210.58514453000006
Okanogan,2012,8,14360.885022138194
Okanogan,2012,9,14898.532117979998
Okanogan,2012,10,16853.183038640054
Okanogan,2013,7,1645.3807465300008
Okanogan,2013,8,1296.3282252799997
Okanogan,2014,6,865.4574579099984
Okanogan,2014,7,257481.0001027118
Okanogan,2014,8,13072.991803320012
Okanogan,2015,7,4716.949828927152
Okanogan,2015,8,507872.99888334743
Okanogan,2016,6,1357.3019960999995
Okanogan,2016,8,724.0450991299999
Okanogan,2016,9,5491.1297566300045
Okanogan,2017,7,101109.67471598406
Okanogan,2017,8,13.653261210478192
Okanogan,2018,7,51796.565772973496
Okanogan,2018,8,22952.78689406587
Okanogan,2018,9,246.91932926000018
Okanogan,2019,6,2019.3475576999992
Pend Oreille,2007,8,0.7913809665366168
Pend Oreille,2015,8,26736.589098139943
Pend Oreille,2017,7,4305.368923509997
Pierce,2003,8,46.977403239999994
Pierce,2004,6,20.49742216
Pierce,2006,8,276.96980421000006
Pierce,2006,9,193.16638966000022
Pierce,2017,8,23216.94220617437
Pierce,2018,7,423.52720838999977
Skagit,2003,8,795.1121644499999
Skagit,2004,8,358.21688709269586
Skagit,2009,7,0.5322282699999997
Skagit,2015,5,103.31840726999992
Skagit,2015,8,184.05096825999993
Skagit,2017,7,216.36617448000024
Skamania,2001,9,312.5650817600001
Skamania,2007,9,138.02876607
Skamania,2009,7,471.0131905700001
Skamania,2012,9,14021.778434065061
Skamania,2015,7,405.3141535799997
Skamania,2017,9,743.3205095699998
Snohomish,2003,8,169.78598676
Snohomish,2004,8,425.0464151773121
Snohomish,2009,7,18.889348019999996
Snohomish,2009,8,219.66443002000005
Snohomish,2016,5,348.65209210000006
Spokane,2006,7,228.80210429999994
Spokane,2007,8,384.3949228699998
Spokane,2007,9,14.059629239999989
Spokane,2008,7,1005.7927600499995
Spokane,2014,7,8684.097218013685
Spokane,2014,8,25.610816789999983
Spokane,2015,7,167.81192033999974
Spokane,2016,8,6211.406343549992
Spokane,2018,7,98.28796453000002
Spokane,2019,7,99.16486603000003
Stevens,2003,8,2281.364715439999
Stevens,2003,9,411.5840958299999
Stevens,2005,6,123.42634310999992
Stevens,2005,7,174.41370269999996
Stevens,2005,9,877.5770755000002
Stevens,2006,8,783.7739684199998
Stevens,2007,7,534.3276595899999
Stevens,2007,8,222.05052715472647
Stevens,2007,9,259.47820159999986
Stevens,2010,7,909.8557743300005
Stevens,2010,8,990.4235801899995
Stevens,2014,7,1016.3108902399993
Stevens,2015,7,970.7064939800009
Stevens,2015,8,67681.73256073026
Stevens,2016,8,18686.94489913997
Stevens,2017,7,414.88922802000013
Stevens,2018,7,459.41399417
Stevens,2018,8,4976.348721589015
Stevens,2019,8,422.7088272799995
Thurston,2015,7,167.44493747561154
Walla Walla,2006,8,7619.226774417281
Walla Walla,2010,8,20835.47526596997
Walla Walla,2011,8,4041.173433744206
Walla Walla,2014,9,11402.42567371
Walla Walla,2015,7,5992.50549703
Walla Walla,2015,9,5048.048602223393
Walla Walla,2016,8,1498.9634079296504
Whatcom,2003,9,23.463694063095133
Whatcom,2004,6,708.04545155
Whatcom,2004,7,709.6834770400002
Whatcom,2004,8,68.18345872000002
Whatcom,2009,7,406.1828720900003
Whatcom,2009,8,391.44204795
Whatcom,2015,8,8317.360718339998
Whatcom,2018,6,40.521896719999965
Whatcom,2018,8,1018.1824596241568
Whitman,2006,8,654.4206835100003
Whitman,2008,8,2287.50288034
Whitman,2016,8,6350.613609167344
Whitman,2018,7,1388.4839811099994
Yakima,2000,7,122.67797005000003
Yakima,2001,7,568.5833772599997
Yakima,2001,8,2722.1106473799978
Yakima,2002,8,75.95030379999999
Yakima,2003,8,2109.9835398699997
Yakima,2004,4,707.4485920899992
Yakima,2004,7,662.2578860599981
Yakima,2004,8,3990.431834930001
Yakima,2005,8,136.25182958000002
Yakima,2006,6,139.95743282000004
Yakima,2006,9,414.5330171799997
Yakima,2007,8,3584.7276331701983
Yakima,2007,9,171.3992690071231
Yakima,2008,7,8103.714358919999
Yakima,2009,6,354.17699465
Yakima,2009,7,4580.887132940002
Yakima,2009,8,33912.56892899807
Yakima,2009,9,666.3647880399998
Yakima,2010,7,6190.697294600001
Yakima,2010,8,10100.760062350008
Yakima,2012,6,595.7004107299994
Yakima,2012,7,4612.834833151123
Yakima,2012,8,1945.5360039999996
Yakima,2012,9,8153.855145834881
Yakima,2013,6,10132.924223619999
Yakima,2013,7,1484.2008786235647
Yakima,2013,8,5346.584074239987
Yakima,2013,9,1992.3449303783161
Yakima,2014,6,6904.53213353811
Yakima,2015,8,53513.97934637997
Yakima,2015,9,1021.3758004699998
Yakima,2016,6,1293.9548844299998
Yakima,2016,7,116724.81195409881
Yakima,2016,8,8469.387316079998
Yakima,2016,9,200.709749263493
Yakima,2017,7,44904.11731190875
Yakima,2017,8,32718.694473206557
Yakima,2018,7,10284.113303760005
Yakima,2018,8,5624.4430742899995
Yakima,2018,9,13324.49931893249
Yakima,2019,6,383.75363067999945
Yakima,2019,7,6949.772220625695
